timestamp,deletions,insertions,reads,updates
1596277967,882516777,927795370,8231411665,6419650135
1596277968,882516779,927795406,8231411966,6419650434
1596277969,882516781,927795421,8231412283,6419650749
1596277970,882516781,927795446,8231412731,6419651197
1596277971,882516782,927795460,8231413208,6419651673
1596277972,882516787,927795468,8231413691,6419652151
1596277973,882516787,927795492,8231414182,6419652642
1596277974,882516787,927795508,8231414622,6419653082
1596277975,882516788,927795515,8231415052,6419653511
1596277976,882516792,927795519,8231415515,6419653970
1596277977,882516793,927795530,8231415955,6419654409
1596277978,882516793,927795544,8231416420,6419654874
1596277979,882516796,927795566,8231416886,6419655337
1596277980,882516798,927795583,8231417351,6419655800
1596277981,882516798,927795589,8231417788,6419656237
1596277982,882516800,927795605,8231418166,6419656612
1596277983,882516802,927795640,8231418426,6419656871
1596277984,882516804,927795647,8231418702,6419657145
1596277985,882516804,927795656,8231418945,6419657388
1596277986,882516806,927795665,8231419191,6419657632
1596277987,882516809,927795679,8231419474,6419657912
1596277988,882516810,927795694,8231419754,6419658191
1596277989,882516810,927795698,8231420023,6419658460
1596277990,882516812,927795701,8231420067,6419658502
1596277991,882516814,927795704,8231420117,6419658550
1596277992,882516816,927795712,8231420192,6419658623
1596277993,882516817,927795730,8231420353,6419658783
1596277994,882516819,927795751,8231420638,6419659066
1596277995,882516820,927795769,8231420961,6419659388
1596277996,882516822,927795785,8231421220,6419659645
1596277997,882516823,927795792,8231421477,6419659901
1596277998,882516825,927795819,8231421757,6419660179
1596277999,882516826,927795828,8231422061,6419660482
1596278000,882516827,927795836,8231422339,6419660759
1596278001,882516828,927795844,8231422767,6419661186
1596278002,882516832,927795857,8231423217,6419661632
1596278003,882516832,927795875,8231423691,6419662106
1596278004,882516834,927795891,8231424165,6419662578
1596278005,882516834,927795892,8231424631,6419663044
1596278006,882516838,927795894,8231425078,6419663487
1596278007,882516838,927795897,8231425556,6419663965
1596278008,882516840,927795913,8231426022,6419664429
1596278009,882516841,927795946,8231426474,6419664880
1596278010,882516843,927795955,8231426930,6419665334
1596278011,882516845,927795961,8231427414,6419665816
1596278012,882516846,927795968,8231427859,6419666260
1596278013,882516847,927795998,8231428263,6419666663
1596278014,882516849,927796020,8231428538,6419666936
1596278015,882516850,927796028,8231428808,6419667205
1596278016,882516852,927796036,8231429076,6419667471
1596278017,882516855,927796052,8231429361,6419667753
1596278018,882516858,927796067,8231429646,6419668035
1596278019,882516858,927796074,8231429923,6419668312
1596278020,882516858,927796086,8231430191,6419668580
1596278021,882516861,927796094,8231430295,6419668681
1596278022,882516864,927796109,8231430357,6419668740
1596278023,882516864,927796133,8231430427,6419668810
1596278024,882516865,927796154,8231430592,6419668974
1596278025,882516866,927796158,8231430864,6419669245
1596278026,882516870,927796170,8231431139,6419669516
1596278027,882516870,927796179,8231431435,6419669812
1596278028,882516871,927796197,8231431723,6419670099
1596278029,882516873,927796211,8231432029,6419670403
1596278030,882516875,927796217,8231432323,6419670695
1596278031,882516877,927796232,8231432635,6419671005
1596278032,882516877,927796247,8231432918,6419671288
1596278033,882516879,927796269,8231433202,6419671570
1596278034,882516881,927796290,8231433695,6419672061
1596278036,882516882,927796292,8231434164,6419672529
1596278037,882516883,927796297,8231434662,6419673026
1596278038,882516884,927796306,8231435150,6419673513
1596278039,882516887,927796316,8231435600,6419673960
1596278040,882516888,927796342,8231436088,6419674447
1596278041,882516888,927796345,8231436607,6419674966
1596278042,882516890,927796353,8231437081,6419675438
1596278043,882516892,927796367,8231437654,6419676009
1596278044,882516893,927796397,8231438230,6419676584
1596278045,882516894,927796409,8231438726,6419677079
1596278046,882516895,927796412,8231439088,6419677440
1596278047,882516897,927796423,8231439396,6419677746
1596278048,882516898,927796437,8231439823,6419678172
1596278049,882516900,927796453,8231440360,6419678707
1596278050,882516901,927796468,8231440904,6419679250
1596278051,882516901,927796471,8231441459,6419679805
1596278052,882516904,927796488,8231441981,6419680324
1596278053,882516907,927796512,8231442396,6419680736
1596278054,882516907,927796532,8231442665,6419681005
1596278055,882516908,927796555,8231442790,6419681129
1596278056,882516910,927796563,8231442841,6419681178
1596278057,882516912,927796569,8231442886,6419681221
1596278058,882516913,927796575,8231443039,6419681373
1596278059,882516914,927796589,8231443226,6419681559
1596278060,882516916,927796597,8231443403,6419681734
1596278061,882516918,927796597,8231443567,6419681896
1596278062,882516918,927796611,8231443740,6419682069
1596278063,882516921,927796625,8231443892,6419682218
1596278064,882516922,927796636,8231443990,6419682315
1596278065,882516924,927796647,8231444044,6419682367
1596278066,882516925,927796657,8231444088,6419682410
1596278067,882516926,927796670,8231444138,6419682459
1596278068,882516928,927796684,8231444305,6419682624
1596278069,882516934,927796689,8231444549,6419682862
1596278070,882516936,927796705,8231444796,6419683107
1596278071,882516937,927796711,8231445035,6419683345
1596278072,882516937,927796719,8231445274,6419683584
1596278073,882516938,927796743,8231445516,6419683825
1596278074,882516938,927796756,8231445746,6419684055
1596278075,882516938,927796764,8231445989,6419684298
1596278076,882516938,927796764,8231446224,6419684533
1596278077,882516938,927796773,8231446466,6419684775
1596278078,882516938,927796792,8231446707,6419685016
1596278079,882516938,927796803,8231446960,6419685269
1596278080,882516938,927796814,8231447212,6419685521
1596278081,882516938,927796827,8231447463,6419685772
1596278082,882516938,927796832,8231447710,6419686019
1596278083,882516938,927796840,8231447953,6419686262
1596278084,882516938,927796853,8231448201,6419686510
1596278085,882516938,927796871,8231448462,6419686771
1596278086,882516938,927796876,8231448716,6419687025
1596278087,882516938,927796879,8231448905,6419687214
1596278088,882516938,927796898,8231448946,6419687255
1596278089,882516938,927796909,8231448985,6419687294
1596278090,882516938,927796926,8231449178,6419687487
1596278091,882516938,927796933,8231449416,6419687725
1596278092,882516938,927796944,8231449661,6419687970
1596278093,882516938,927796968,8231449917,6419688226
1596278094,882516938,927796986,8231450177,6419688486
1596278095,882516938,927797005,8231450433,6419688742
1596278096,882516938,927797013,8231450682,6419688991
1596278097,882516938,927797033,8231450922,6419689231
1596278098,882516938,927797048,8231451161,6419689470
1596278099,882516938,927797054,8231451403,6419689712
1596278100,882516938,927797073,8231451803,6419690112
1596278101,882516938,927797094,8231452248,6419690557
1596278102,882516938,927797099,8231452681,6419690990
1596278103,882516938,927797118,8231453118,6419691427
1596278104,882516938,927797128,8231453557,6419691866
1596278105,882516938,927797139,8231454005,6419692314
